index,0
Haim Moussa Douek,Egyptian emigrants to the United States
Muhammad S. Eissa,Egyptian emigrants to the United States
Ahmed Elbiali,Egyptian emigrants to the United States
Ahmed Elmaghraby,Egyptian emigrants to the United States
Mootaz Elnozahy,Egyptian emigrants to the United States
Shaker Elsayed,Egyptian emigrants to the United States
Mahmoud ElSohly,Egyptian emigrants to the United States
Mohamed Fayad,Egyptian emigrants to the United States
Albert Gabbai,Egyptian emigrants to the United States
Mark A. Gabriel,Egyptian emigrants to the United States
Mohamed Gad-el-Hak,Egyptian emigrants to the United States
Abdel-Moniem El-Ganayni,Egyptian emigrants to the United States
Mo Gawdat,Egyptian emigrants to the United States
Fathia Ghali,Egyptian emigrants to the United States
Medhat Haroun,Egyptian emigrants to the United States
Mohamed Hashish,Egyptian emigrants to the United States
Ihab Hassan,Egyptian emigrants to the United States
Hassan Hathout,Egyptian emigrants to the United States
Maher Hathout,Egyptian emigrants to the United States
Essam Heggy,Egyptian emigrants to the United States
Gamal Helal,Egyptian emigrants to the United States
Abdallah Higazy,Egyptian emigrants to the United States
Saad Eddin Ibrahim,Egyptian emigrants to the United States
Maryana Iskander,Egyptian emigrants to the United States
Heba Kadry,Egyptian emigrants to the United States
Asaad Kelada,Egyptian emigrants to the United States
Rashad Khalifa,Egyptian emigrants to the United States
Soumaya Khalifa,Egyptian emigrants to the United States
Lucette Lagnado,Egyptian emigrants to the United States
Ibram Lassaw,Egyptian emigrants to the United States
Fernand Legros,Egyptian emigrants to the United States
Christopher Maher,Egyptian emigrants to the United States
Adel Mahmoud,Egyptian emigrants to the United States
Ahmed Subhy Mansour,Egyptian emigrants to the United States
Ahmed F. Mehalba,Egyptian emigrants to the United States
Afaf Meleis,Egyptian emigrants to the United States
Andreas Gerasimos Michalitsianos,Egyptian emigrants to the United States
Michael Mina,Egyptian emigrants to the United States
Ali Mohamed,Egyptian emigrants to the United States
Ayman Mohyeldin,Egyptian emigrants to the United States
Mustafa Kassem,Egyptian emigrants to the United States
Abdel Nader,Egyptian emigrants to the United States
Carole Naggar,Egyptian emigrants to the United States
Nakoula Basseley Nakoula,Egyptian emigrants to the United States
Ihab Ali Nawawi,Egyptian emigrants to the United States
Omaima Nelson,Egyptian emigrants to the United States
El Sayyid Nosair,Egyptian emigrants to the United States
Nancy Okail,Egyptian emigrants to the United States
Fathi Osman,Egyptian emigrants to the United States
Raoul Poliakin,Egyptian emigrants to the United States
Dina Powell,Egyptian emigrants to the United States
Noha Radwan,Egyptian emigrants to the United States
Hany Rashwan,Egyptian emigrants to the United States
Feisal Abdul Rauf,Egyptian emigrants to the United States
Nazli Sabri,Egyptian emigrants to the United States
Morris Sadek,Egyptian emigrants to the United States
Yaser Abdel Said,Egyptian emigrants to the United States
Laila Shereen Sakr,Egyptian emigrants to the United States
Emad Salem,Egyptian emigrants to the United States
Maikel Nabil Sanad,Egyptian emigrants to the United States
Hagop Sandaldjian,Egyptian emigrants to the United States
Fayez Sarofim,Egyptian emigrants to the United States
Mostafa El-Sayed,Egyptian emigrants to the United States
Mark Seif,Egyptian emigrants to the United States
"Minouche Shafik, Baroness Shafik",Egyptian emigrants to the United States
Emad Shahin,Egyptian emigrants to the United States
Hasan M. El-Shamy,Egyptian emigrants to the United States
Charif Souki,Egyptian emigrants to the United States
Tarek Omar Souryal,Egyptian emigrants to the United States
Sylvain Sylvain,Egyptian emigrants to the United States
Jakub Szynkiewicz,Egyptian emigrants to the United States
Roger Tamraz,Egyptian emigrants to the United States
Anok Yai,Egyptian emigrants to the United States
Michael Youssef,Egyptian emigrants to the United States
Zeeko Zaki,Egyptian emigrants to the United States
Ahmed Zayat,Egyptian emigrants to the United States
Ahmed Zewail,Egyptian emigrants to the United States
Janie Allan,Scottish feminists
Helen Archdale,Scottish feminists
Jane Arthur,Scottish feminists
Mary Barbour,Scottish feminists
Cat Boyd,Scottish feminists
Agnes Brown (suffragist),Scottish feminists
Lila Clunas,Scottish feminists
Helen Crawfurd,Scottish feminists
Lady Florence Dixie,Scottish feminists
Agnes Dollan,Scottish feminists
Helen Fraser (feminist),Scottish feminists
Ellison Scotland Gibb,Scottish feminists
Margaret Skirving Gibb,Scottish feminists
Marion Grieve,Scottish feminists
Joan Lavender Bailie Guthrie,Scottish feminists
Christian Isobel Johnstone,Scottish feminists
Elspeth King,Scottish feminists
Eleanor Laing,Scottish feminists
Mary Burns Laird,Scottish feminists
Anne Richelieu Lamb,Scottish feminists
Ann Macbeth,Scottish feminists
Agnes Syme Macdonald,Scottish feminists
Catherine Macleod (writer),Scottish feminists
Chrystal Macmillan,Scottish feminists
Natalie McGarry,Scottish feminists
Ailsa McKay,Scottish feminists
Frances McPhun,Scottish feminists
Margaret McPhun,Scottish feminists
Frances Melville,Scottish feminists
Mary Middleton,Scottish feminists
Naomi Mitchison,Scottish feminists
Maggie Moffat,Scottish feminists
Ethel Moorhead,Scottish feminists
Willa Muir,Scottish feminists
Marjory Newbold,Scottish feminists
Grace Paterson,Scottish feminists
Marion Kirkland Reid,Scottish feminists
Annot Robinson,Scottish feminists
Helen Rushall,Scottish feminists
Saroj Lal,Scottish feminists
Margaret Skinnider,Scottish feminists
Catherine Helen Spence,Scottish feminists
Jessie Stephen,Scottish feminists
Charlotte Carmichael Stopes,Scottish feminists
Nicola Sturgeon,Scottish feminists
Annie S. Swan,Scottish feminists
Isabella Tod,Scottish feminists
Kirsty Wark,Scottish feminists
Black-owned businesses,African-American businesspeople
African-American bookstores,African-American businesspeople
Alton Abraham,African-American businesspeople
Stacey Abrams,African-American businesspeople
Joe Adams (actor),African-American businesspeople
James M. Alexander,African-American businesspeople
Alice of Dunk's Ferry,African-American businesspeople
Byron Allen,African-American businesspeople
C.W. Allen,African-American businesspeople
Lexi Allen,African-American businesspeople
Wally Amos,African-American businesspeople
Kevin Anderson (athletic director),African-American businesspeople
Maggie Anderson (activist),African-American businesspeople
Lee Archer (pilot),African-American businesspeople
Roslyn Clark Artis,African-American businesspeople
Leonard C. Bailey,African-American businesspeople
Tyra Banks,African-American businesspeople
Christiana Carteaux Bannister,African-American businesspeople
Don H. Barden,African-American businesspeople
ASAP Bari,African-American businesspeople
Mary Barksdale,African-American businesspeople
Andre Barnett,African-American businesspeople
Claude Albert Barnett,African-American businesspeople
Marion Christopher Barry,African-American businesspeople
Joe Von Battle,African-American businesspeople
Theotis Beasley,African-American businesspeople
James Beckwourth,African-American businesspeople
Kevin Belcher (center),African-American businesspeople
Al Benson,African-American businesspeople
Edwin C. Berry,African-American businesspeople
Sarah Bickford,African-American businesspeople
Dave Bing,African-American businesspeople
Birdman (rapper),African-American businesspeople
Irene Moorman Blackstone,African-American businesspeople
G. Lawrence Blankinship Sr.,African-American businesspeople
DJ Bobcat,African-American businesspeople
James Boisclair,African-American businesspeople
Beverly Bond,African-American businesspeople
Metro Boomin,African-American businesspeople
Absalom Boston,African-American businesspeople
Ruth Jean Baskerville Bowen,African-American businesspeople
John C. Bowers,African-American businesspeople
Junior Bridgeman,African-American businesspeople
Kylar Broadus,African-American businesspeople
Hannah Bronfman,African-American businesspeople
Aurelia Browder,African-American businesspeople
Anderson Hunt Brown,African-American businesspeople
Anita Patti Brown,African-American businesspeople
Chris Brown,African-American businesspeople
Tony Brown (journalist),African-American businesspeople
Dorothy Brunson,African-American businesspeople
David Bullock,African-American businesspeople
Kareem Burke,African-American businesspeople
Kenny Burns (radio host),African-American businesspeople
Valorie Burton,African-American businesspeople
Melissa Butler,African-American businesspeople
C-Bo,African-American businesspeople
C.R. Patterson and Sons,African-American businesspeople
Herman Cain,African-American businesspeople
Cake Man Raven,African-American businesspeople
Karyn Calabrese,African-American businesspeople
Nick Cannon,African-American businesspeople
James M. Canty,African-American businesspeople
Harry J. Capehart,African-American businesspeople
Buffie Carruth,African-American businesspeople
Maverick Carter,African-American businesspeople
Troy Carter (talent manager),African-American businesspeople
Alice A. Casneau,African-American businesspeople
David Castain,African-American businesspeople
Charles W. Chappelle,African-American businesspeople
Pat Chappelle,African-American businesspeople
P.W. Chavers,African-American businesspeople
Kenneth Chenault,African-American businesspeople
Chingy,African-American businesspeople
Chosen Effect,African-American businesspeople
Robert Church Jr.,African-American businesspeople
Robert Reed Church,African-American businesspeople
Warren Clay Coleman,African-American businesspeople
Newton Collins,African-American businesspeople
Sean Combs,African-American businesspeople
Cheryl Contee,African-American businesspeople
Frank Cooper III,African-American businesspeople
Ertharin Cousin,African-American businesspeople
Minnie M. Cox,African-American businesspeople
H. R. Crawford,African-American businesspeople
Percy Creuzot,African-American businesspeople
Selena Cuffe,African-American businesspeople
Norris Wright Cuney,African-American businesspeople
William G. Dabney,African-American businesspeople
Vernon Dahmer,African-American businesspeople
James A. Dallas,African-American businesspeople
Kia Damon (chef),African-American businesspeople
Damon Dash,African-American businesspeople
Mona Davids,African-American businesspeople
Edward Davis (car dealer),African-American businesspeople
John H. Davis (publisher),African-American businesspeople
Willie Davis (defensive end),African-American businesspeople
Raphael De Niro,African-American businesspeople
Ophelia DeVore,African-American businesspeople
Mary H. Dickerson,African-American businesspeople
Dr. Dre,African-American businesspeople
Drumma Boy,African-American businesspeople
Winfred Dukes,African-American businesspeople
Channing Dungey,African-American businesspeople
Anna Johnson Dupree,African-American businesspeople
Jermaine Dupri,African-American businesspeople
Tracey Edmonds,African-American businesspeople
Edward W. Pearson Sr.,African-American businesspeople
Hannah Elias,African-American businesspeople
Ted Ellis (artist),African-American businesspeople
William Henry Ellis (businessman),African-American businesspeople
Jane Johnson Endsley,African-American businesspeople
John L. Estrada,African-American businesspeople
W. Leonard Evans Jr.,African-American businesspeople
Mel Farr,African-American businesspeople
Ruth Johns Ferguson,African-American businesspeople
Lupe Fiasco,African-American businesspeople
Maria Anna Fisher,African-American businesspeople
Richard B. Fitzgerald,African-American businesspeople
Buddy Fletcher,African-American businesspeople
George Foreman,African-American businesspeople
Amos Fortune,African-American businesspeople
Nobia A. Franklin,African-American businesspeople
Freekey Zekey,African-American businesspeople
Jean Fugett,African-American businesspeople
Samuel B. Fuller,African-American businesspeople
Gwen Gordy Fuqua,African-American businesspeople
Velma Gaines-Hamock,African-American businesspeople
Patrick Gammon,African-American businesspeople
Chris Gardner,African-American businesspeople
A. G. Gaston,African-American businesspeople
Timnit Gebru,African-American businesspeople
George W. Gibbs Jr.,African-American businesspeople
John T. Gibson,African-American businesspeople
Garlin Gilchrist,African-American businesspeople
James Newton Gloucester,African-American businesspeople
William C. Goodridge,African-American businesspeople
Robert Kerr Goodwin,African-American businesspeople
Anna Gordy Gaye,African-American businesspeople
Yo Gotti,African-American businesspeople
Stedman Graham,African-American businesspeople
"Oliver ""Power"" Grant",African-American businesspeople
Otis Grant (American football),African-American businesspeople
Earl G. Graves Sr.,African-American businesspeople
Amanda Gray Hilyer,African-American businesspeople
Tony Gray (radio executive),African-American businesspeople
Adolphus D. Griffin,African-American businesspeople
Demmette Guidry,African-American businesspeople
Ardie Clark Halyard,African-American businesspeople
Jeremiah Hamilton,African-American businesspeople
MC Hammer,African-American businesspeople
Kerry S. Harris,African-American businesspeople
William R. Harvey,African-American businesspeople
Raymond V. Haysbert,African-American businesspeople
